Time , el8_pstrn
0.0,1.0
9.98567e-5,1.0
0.000199947,1.0
0.000299803,1.0
0.000399893,1.0
0.000499983,1.0
0.00059984,1.0
0.00069993,1.0
0.000799787,1.00002
0.000899877,1.00003
0.000999967,0.999698
0.00109982,1.00135
0.00119991,1.01398
0.00129977,1.03844
0.00139986,1.06465
0.00149995,1.0876
0.00159981,1.10814
0.0016999,1.12763
0.00179999,1.146
0.00189984,1.16303
0.00199993,1.17918
0.00209979,1.19494
0.00219988,1.21067
0.00229997,1.22646
0.00239983,1.24224
0.00249992,1.25774
0.00259977,1.27258
0.00269986,1.28658
0.00279995,1.29988
0.00289981,1.31216
0.0029999,1.32395
0.00309999,1.3354
0.00319985,1.34622
0.00329994,1.35601
0.00339979,1.36443
0.00349988,1.37161
0.00359997,1.37804
0.00369983,1.38438
0.00379992,1.39095
0.00389978,1.39825
0.00399987,1.40634
0.00409996,1.41491
0.00419981,1.42332
0.0042999,1.43099
0.00439999,1.43741
0.00449985,1.44223
0.00459994,1.44489
0.0046998,1.4452
0.00479989,1.444
0.00489998,1.44218
0.00499983,1.44024
0.00509992,1.4387
0.00519978,1.43774
0.00529987,1.43802
0.00539996,1.43924
0.00549982,1.44063
0.00559991,1.44134
0.0057,1.44124
0.00579985,1.44042
0.00589994,1.43929
0.0059998,1.43819
0.00609989,1.43709
0.00619998,1.4357
0.00629984,1.43366
0.00639993,1.4307
0.00649978,1.42678
0.00659987,1.42197
0.00669996,1.41653
0.00679982,1.41063
0.00689991,1.40432
0.007,1.3976
0.00709986,1.39044
0.00719995,1.38272
0.0072998,1.37436
0.00739989,1.36541
0.00749998,1.35609
0.00759984,1.34674
0.00769993,1.33765
0.00779979,1.32897
0.00789988,1.32059
0.00799997,1.31235
0.00809982,1.30409
0.00819991,1.29562
0.00829977,1.28687
0.00839986,1.27774
0.00849995,1.26822
0.00859981,1.25821
0.0086999,1.24754
0.00879999,1.23616
0.00889984,1.22404
0.00899993,1.21117
0.00909979,1.1978
0.00919988,1.18412
0.00929997,1.17048
0.00939983,1.15727
0.00949992,1.14459
0.00959977,1.13225
0.00969986,1.12036
0.00979995,1.10938
0.00989981,1.09923
0.0099999,1.08934
0.0101,1.07998
0.0101998,1.0712
0.0102999,1.06301
0.0103998,1.05559
0.0104999,1.0486
0.0106,1.04177
0.0106998,1.03492
0.0107999,1.02821
0.0108998,1.022
0.0109999,1.01648
0.0111,1.0116
0.0111998,1.00698
0.0112999,1.00238
0.0114,0.997786
0.0114999,0.993363
0.0115999,0.989099
0.0116998,0.984845
0.0117999,0.980617
0.0119,0.976573
0.0119998,0.972783
0.0120999,0.969314
0.0121998,0.966207
0.0122999,0.963578
0.0124,0.961607
0.0124998,0.9604
0.0125999,0.959884
0.0127,0.959887
0.0127999,0.960235
0.0128999,0.960819
0.0129998,0.961562
0.0130999,0.962405
0.0132,0.963266
0.0132998,0.964098
0.0133999,0.964929
0.0134998,0.965699
0.0135999,0.966109
0.0137,0.965893
0.0137998,0.965118
0.0138999,0.963824
0.014,0.962043
0.0140999,0.959927
0.0141999,0.957725
0.0142998,0.955574
0.0143999,0.953382
0.0145,0.951086
0.0145998,0.948698
0.0146999,0.94623
0.0147998,0.9438
0.0148999,0.941457
0.015,0.939227
0.0150998,0.93711
0.0151999,0.935128
0.0152998,0.933368
0.0153999,0.931863
0.0154999,0.930639
0.0155998,0.929711
0.0156999,0.929097
0.0158,0.928767
0.0158998,0.928563
0.0159999,0.928328
0.0160998,0.928101
0.0161999,0.927912
0.0163,0.927722
0.0163998,0.927485
0.0164999,0.926821
0.0165998,0.925823
0.0166999,0.924521
0.0168,0.922989
0.0168998,0.921263
0.0169999,0.919337
0.0171,0.917228
0.0171998,0.914888
0.0172999,0.91265
0.0173998,0.911218
0.0174999,0.910139
0.0176,0.90857
0.0176998,0.906364
0.0177999,0.903822
0.0178998,0.90168
0.0179999,0.900339
0.0181,0.899252
0.0181998,0.898
0.0182999,0.8966
0.0184,0.895121
0.0184998,0.893628
0.0185999,0.89213
0.0186998,0.890586
0.0187999,0.888946
0.0189,0.887197
0.0189998,0.885374
0.0190999,0.883598
0.0191998,0.882059
0.0192999,0.880801
0.0194,0.879698
0.0194998,0.878658
0.0195999,0.877702
0.0197,0.876855
0.0197999,0.876134
0.0198999,0.875486
0.0199998,0.874977
0.0200999,0.874705
0.0202,0.874749
0.0202998,0.875146
0.0203999,0.875874
0.0204998,0.876866
0.0205999,0.878019
0.0207,0.879243
0.0207998,0.880483
0.0208999,0.881752
0.021,0.883133
0.0210999,0.884679
0.0211999,0.886396
0.0212998,0.888217
