Time , el8_pstrn
 0.00000e+00 ,  0.00000e+00
 9.98567e-05 , -4.90486e-09
 1.99947e-04 , -3.02563e-08
 2.99803e-04 , -7.13342e-08
 3.99893e-04 , -7.88907e-08
 4.99983e-04 ,  3.55387e-08
 5.99840e-04 ,  8.59015e-08
 6.99930e-04 ,  9.12979e-06
 7.99787e-04 ,  1.24495e-04
 8.99877e-04 ,  4.59607e-04
 9.99967e-04 , -2.21006e-04
 1.09982e-03 ,  2.96746e-03
 1.19991e-03 ,  1.53568e-02
 1.29977e-03 ,  1.96597e-02
 1.39986e-03 ,  1.63403e-02
 1.49995e-03 ,  1.44285e-02
 1.59981e-03 ,  1.47515e-02
 1.69990e-03 ,  1.51892e-02
 1.79999e-03 ,  1.49832e-02
 1.89984e-03 ,  1.40913e-02
 1.99993e-03 ,  1.23217e-02
 2.09979e-03 ,  9.86279e-03
 2.19988e-03 ,  7.22999e-03
 2.29997e-03 ,  4.77677e-03
 2.39983e-03 ,  2.76657e-03
 2.49992e-03 ,  1.50375e-03
 2.59977e-03 ,  1.19740e-03
 2.69986e-03 ,  1.99610e-03
 2.79995e-03 ,  3.88343e-03
 2.89981e-03 ,  6.90341e-03
 2.99990e-03 ,  1.10241e-02
 3.09999e-03 ,  1.59468e-02
 3.19985e-03 ,  2.12846e-02
 3.29994e-03 ,  2.70172e-02
 3.39979e-03 ,  3.34884e-02
 3.49988e-03 ,  4.08580e-02
 3.59997e-03 ,  4.88066e-02
 3.69983e-03 ,  5.66764e-02
 3.79992e-03 ,  6.39723e-02
 3.89978e-03 ,  7.07510e-02
 3.99987e-03 ,  7.74047e-02
 4.09996e-03 ,  8.41439e-02
 4.19981e-03 ,  9.07878e-02
 4.29990e-03 ,  9.72590e-02
 4.39999e-03 ,  1.03369e-01
 4.49985e-03 ,  1.08595e-01
 4.59994e-03 ,  1.12828e-01
 4.69980e-03 ,  1.15776e-01
 4.79989e-03 ,  1.17297e-01
 4.89998e-03 ,  1.17683e-01
 4.99983e-03 ,  1.17493e-01
 5.09992e-03 ,  1.17218e-01
 5.19978e-03 ,  1.17263e-01
 5.29987e-03 ,  1.17378e-01
 5.39996e-03 ,  1.17762e-01
 5.49982e-03 ,  1.18617e-01
 5.59991e-03 ,  1.20196e-01
 5.70000e-03 ,  1.22409e-01
 5.79985e-03 ,  1.25144e-01
 5.89994e-03 ,  1.28286e-01
 5.99980e-03 ,  1.31629e-01
 6.09989e-03 ,  1.35124e-01
 6.19998e-03 ,  1.38806e-01
 6.29984e-03 ,  1.42772e-01
 6.39993e-03 ,  1.47133e-01
 6.49978e-03 ,  1.51996e-01
 6.59987e-03 ,  1.57505e-01
 6.69996e-03 ,  1.63832e-01
 6.79982e-03 ,  1.71086e-01
 6.89991e-03 ,  1.79331e-01
 7.00000e-03 ,  1.88558e-01
 7.09986e-03 ,  1.98764e-01
 7.19995e-03 ,  2.09867e-01
 7.29980e-03 ,  2.21724e-01
 7.39989e-03 ,  2.34274e-01
 7.49998e-03 ,  2.47305e-01
 7.59984e-03 ,  2.60616e-01
 7.69993e-03 ,  2.74128e-01
 7.79979e-03 ,  2.87694e-01
 7.89988e-03 ,  3.01330e-01
 7.99997e-03 ,  3.14939e-01
 8.09982e-03 ,  3.28378e-01
 8.19991e-03 ,  3.41535e-01
 8.29977e-03 ,  3.54215e-01
 8.39986e-03 ,  3.66385e-01
 8.49995e-03 ,  3.77924e-01
 8.59981e-03 ,  3.88654e-01
 8.69990e-03 ,  3.98426e-01
 8.79999e-03 ,  4.07146e-01
 8.89984e-03 ,  4.14775e-01
 8.99993e-03 ,  4.21287e-01
 9.09979e-03 ,  4.26617e-01
 9.19988e-03 ,  4.30835e-01
 9.29997e-03 ,  4.34094e-01
 9.39983e-03 ,  4.36395e-01
 9.49992e-03 ,  4.37892e-01
 9.59977e-03 ,  4.38844e-01
 9.69986e-03 ,  4.39352e-01
 9.79995e-03 ,  4.39395e-01
 9.89981e-03 ,  4.38940e-01
 9.99990e-03 ,  4.37998e-01
 1.01000e-02 ,  4.36654e-01
 1.01998e-02 ,  4.34714e-01
 1.02999e-02 ,  4.32015e-01
 1.03998e-02 ,  4.28408e-01
 1.04999e-02 ,  4.23982e-01
 1.06000e-02 ,  4.18699e-01
 1.06998e-02 ,  4.12524e-01
 1.07999e-02 ,  4.05561e-01
 1.08998e-02 ,  3.97952e-01
 1.09999e-02 ,  3.89792e-01
 1.11000e-02 ,  3.81281e-01
 1.11998e-02 ,  3.72527e-01
 1.12999e-02 ,  3.63574e-01
 1.14000e-02 ,  3.54415e-01
 1.14999e-02 ,  3.44885e-01
 1.15999e-02 ,  3.34756e-01
 1.16998e-02 ,  3.23960e-01
 1.17999e-02 ,  3.12318e-01
 1.19000e-02 ,  2.99787e-01
 1.19998e-02 ,  2.86307e-01
 1.20999e-02 ,  2.71714e-01
 1.21998e-02 ,  2.55891e-01
 1.22999e-02 ,  2.38754e-01
 1.24000e-02 ,  2.20365e-01
 1.24998e-02 ,  2.00790e-01
 1.25999e-02 ,  1.79995e-01
 1.27000e-02 ,  1.58155e-01
 1.27999e-02 ,  1.35504e-01
 1.28999e-02 ,  1.12150e-01
 1.29998e-02 ,  8.84110e-02
 1.30999e-02 ,  6.43754e-02
 1.32000e-02 ,  4.03110e-02
 1.32998e-02 ,  1.64638e-02
 1.33999e-02 , -7.08959e-03
 1.34998e-02 , -3.00227e-02
 1.35999e-02 , -5.22720e-02
 1.37000e-02 , -7.37209e-02
 1.37998e-02 , -9.42674e-02
 1.38999e-02 , -1.13962e-01
 1.40000e-02 , -1.32868e-01
 1.40999e-02 , -1.50986e-01
 1.41999e-02 , -1.68380e-01
 1.42998e-02 , -1.84901e-01
 1.43999e-02 , -2.00531e-01
 1.45000e-02 , -2.15279e-01
 1.45998e-02 , -2.29166e-01
 1.46999e-02 , -2.42283e-01
 1.47998e-02 , -2.54582e-01
 1.48999e-02 , -2.66144e-01
 1.50000e-02 , -2.76964e-01
 1.50998e-02 , -2.87050e-01
 1.51999e-02 , -2.96552e-01
 1.52998e-02 , -3.05546e-01
 1.53999e-02 , -3.14221e-01
 1.54999e-02 , -3.22741e-01
 1.55998e-02 , -3.31255e-01
 1.56999e-02 , -3.39922e-01
 1.58000e-02 , -3.48767e-01
