Time , el8_pstrn
0.0,0.0
9.98567e-5,4.27451e-6
0.000199947,4.96819e-5
0.000299803,0.000184656
0.000399893,0.000411183
0.000499983,0.000573975
0.00059984,0.0340502
0.00069993,0.168936
0.000799787,0.252545
0.000899877,0.318401
0.000999967,0.372001
0.00109982,0.412608
0.00119991,0.447325
0.00129977,0.479056
0.00139986,0.513547
0.00149995,0.55026
0.00159981,0.585068
0.0016999,0.618524
0.00179999,0.648573
0.00189984,0.671921
0.00199993,0.689712
0.00209979,0.70307
0.00219988,0.712367
0.00229997,0.718948
0.00239983,0.724159
0.00249992,0.727641
0.00259977,0.727349
0.00269986,0.722757
0.00279995,0.714913
0.00289981,0.704644
0.0029999,0.692561
0.00309999,0.679376
0.00319985,0.665584
0.00329994,0.651711
0.00339979,0.637358
0.00349988,0.621713
0.00359997,0.604111
0.00369983,0.583634
0.00379992,0.5598
0.00389978,0.53278
0.00399987,0.502994
0.00409996,0.471706
0.00419981,0.440932
0.0042999,0.411195
0.00439999,0.382197
0.00449985,0.354321
0.00459994,0.328327
0.0046998,0.304609
0.00479989,0.281955
0.00489998,0.26077
0.00499983,0.240517
0.00509992,0.221252
0.00519978,0.203306
0.00529987,0.185081
0.00539996,0.165868
0.00549982,0.14582
0.00559991,0.125343
0.0057,0.104087
0.00579985,0.0828229
0.00589994,0.0617062
0.0059998,0.0408946
0.00609989,0.0206442
0.00619998,0.000833628
0.00629984,-0.018946
0.00639993,-0.0386148
0.00649978,-0.0579388
0.00659987,-0.0764166
0.00669996,-0.0935922
0.00679982,-0.109445
0.00689991,-0.123872
0.007,-0.136847
0.00709986,-0.148592
0.00719995,-0.158893
0.0072998,-0.167575
0.00739989,-0.174814
0.00749998,-0.181051
0.00759984,-0.186445
0.00769993,-0.191014
0.00779979,-0.194679
0.00789988,-0.197568
0.00799997,-0.199781
0.00809982,-0.201484
0.00819991,-0.202862
0.00829977,-0.203972
0.00839986,-0.204944
0.00849995,-0.205807
0.00859981,-0.206457
0.0086999,-0.206959
0.00879999,-0.207421
0.00889984,-0.207937
0.00899993,-0.208588
0.00909979,-0.209378
0.00919988,-0.21033
0.00929997,-0.211454
0.00939983,-0.212792
0.00949992,-0.214317
0.00959977,-0.215989
0.00969986,-0.217763
0.00979995,-0.219507
0.00989981,-0.221021
0.0099999,-0.222172
0.0101,-0.222948
0.0101998,-0.223434
0.0102999,-0.22367
0.0103998,-0.223694
0.0104999,-0.223533
0.0106,-0.223188
0.0106998,-0.222647
0.0107999,-0.221913
0.0108998,-0.221022
0.0109999,-0.219998
0.0111,-0.218837
0.0111998,-0.217493
0.0112999,-0.215908
0.0114,-0.214054
0.0114999,-0.211927
0.0115999,-0.209527
0.0116998,-0.20688
0.0117999,-0.203989
0.0119,-0.200901
0.0119998,-0.197678
0.0120999,-0.194361
0.0121998,-0.190988
0.0122999,-0.18753
0.0124,-0.183975
0.0124998,-0.180331
0.0125999,-0.176595
0.0127,-0.172791
0.0127999,-0.168902
0.0128999,-0.16488
0.0129998,-0.160733
0.0130999,-0.156453
0.0132,-0.152063
0.0132998,-0.147597
0.0133999,-0.143105
0.0134998,-0.13874
0.0135999,-0.134642
0.0137,-0.130891
0.0137998,-0.127447
0.0138999,-0.124248
0.014,-0.121283
0.0140999,-0.118573
0.0141999,-0.116122
0.0142998,-0.113994
0.0143999,-0.112207
0.0145,-0.110841
0.0145998,-0.10995
0.0146999,-0.109531
0.0147998,-0.109578
0.0148999,-0.109986
0.015,-0.110706
0.0150998,-0.111252
0.0151999,-0.111247
0.0152998,-0.110584
0.0153999,-0.109333
0.0154999,-0.107848
0.0155998,-0.105399
0.0156999,-0.100969
0.0158,-0.0935014
0.0158998,-0.081793
0.0159999,-0.0651589
0.0160998,-0.0449852
0.0161999,-0.0220072
0.0163,0.0011298
0.0163998,0.0230045
0.0164999,0.0422035
0.0165998,0.0602025
0.0166999,0.0782292
0.0168,0.0960562
0.0168998,0.113368
0.0169999,0.130135
0.0171,0.145364
0.0171998,0.158832
0.0172999,0.171844
0.0173998,0.184297
0.0174999,0.195804
0.0176,0.205807
0.0176998,0.214187
0.0177999,0.221202
0.0178998,0.227371
0.0179999,0.233142
0.0181,0.238619
0.0181998,0.244143
0.0182999,0.250169
0.0184,0.256687
0.0184998,0.263495
0.0185999,0.270422
0.0186998,0.277238
0.0187999,0.28391
0.0189,0.290146
0.0189998,0.295964
0.0190999,0.301457
0.0191998,0.306413
0.0192999,0.310804
0.0194,0.314657
0.0194998,0.318139
0.0195999,0.321491
0.0197,0.324412
0.0197999,0.326988
0.0198999,0.329068
0.0199998,0.33056
0.0200999,0.331969
0.0202,0.33395
0.0202998,0.33598
0.0203999,0.337762
0.0204998,0.339208
0.0205999,0.340449
0.0207,0.341419
0.0207998,0.342979
0.0208999,0.344614
0.021,0.345987
0.0210999,0.347169
0.0211999,0.348204
0.0212998,0.348748
0.0213999,0.348833
0.0215,0.348873
0.0215998,0.349261
0.0216999,0.349968
0.0217998,0.350583
0.0218999,0.350905
0.022,0.350842
0.0220998,0.35026
0.0221999,0.349188
0.0222998,0.347562
0.0223999,0.345175
0.0225,0.342151
0.0225998,0.338579
0.0226999,0.334471
0.0228,0.329907
0.0228998,0.324953
0.0229999,0.319612
0.0230998,0.314209
0.0231999,0.308979
0.0233,0.304056
0.0233998,0.299291
0.0234999,0.294426
0.0235998,0.289331
0.0236999,0.284029
0.0238,0.278583
0.0238998,0.272996
0.0239999,0.267378
0.0241,0.261788
0.0241998,0.25624
0.0242999,0.250712
0.0243998,0.245147
0.0244999,0.239465
0.0246,0.233899
0.0246998,0.228294
0.0247999,0.22284
0.0248998,0.217181
0.0249999,0.21113
0.0251,0.205082
0.0251998,0.199374
0.0252999,0.193792
0.0254,0.188453
0.0254999,0.183154
0.0255999,0.17788
0.0256998,0.172658
0.0257999,0.167474
0.0259,0.162182
0.0259998,0.156723
0.0260999,0.151158
0.0261998,0.14559
0.0262999,0.13989
0.0264,0.134134
0.0264998,0.128607
0.0265999,0.123226
0.0267,0.117887
0.0267999,0.112465
0.0268999,0.107032
0.0269998,0.101714
0.0270999,0.0965383
0.0272,0.0914239
0.0272998,0.0862964
0.0273999,0.0811237
0.0274998,0.0760287
0.0275999,0.0712036
0.0277,0.06666
0.0277998,0.062357
0.0278999,0.0581673
0.028,0.0541159
0.0280999,0.0503002
0.0281999,0.0467419
0.0282998,0.0434558
0.0283999,0.0403998
0.0285,0.0375322
0.0285998,0.0348181
0.0286999,0.0322417
0.0287998,0.0298555
0.0288999,0.0277198
0.029,0.0258701
0.0290998,0.0242853
0.0291999,0.0229192
0.0292998,0.0217489
0.0293999,0.0207596
0.0294999,0.0199413
0.0295998,0.0192784
0.0296999,0.0187744
0.0298,0.0184277
0.0298998,0.0182063
0.0299999,0.0180898
0.0300998,0.018082
0.0301999,0.0181559
0.0303,0.018276
0.0303998,0.0183989
0.0304999,0.0185083
0.0305998,0.0186311
0.0306999,0.0187991
0.0308,0.0190261
0.0308998,0.0193004
0.0309999,0.0195878
0.0311,0.0198746
0.0311998,0.0201746
0.0312999,0.0204938
0.0313998,0.0208297
0.0314999,0.0211765
0.0316,0.0214925
0.0316998,0.021746
0.0317999,0.0219392
0.0318998,0.022072
0.0319999,0.0221416
0.0321,0.0221596
0.0321998,0.0221233
0.0322999,0.0220316
0.0324,0.0218844
0.0324998,0.0216583
0.0325999,0.0213377
0.0326998,0.0209254
0.0327999,0.0204555
0.0329,0.0199821
0.0329998,0.0194751
0.0330999,0.0189352
0.0331998,0.0183824
0.0332999,0.0177742
0.0334,0.0171254
0.0334998,0.0164353
0.0335999,0.0156873
0.0337,0.014924
0.0337999,0.0141802
0.0338659,0.013691
