el8_pstrn , el8_pstrn
 1.78176e-03 ,  1.78176e-03
 1.46957e-03 ,  1.46957e-03
 9.51441e-04 ,  9.51441e-04
 3.13698e-04 ,  3.13698e-04
-3.71202e-04 , -3.71202e-04
-1.10504e-03 , -1.10504e-03
-1.89264e-03 , -1.89264e-03
-2.72907e-03 , -2.72907e-03
-3.57843e-03 , -3.57843e-03
-4.40741e-03 , -4.40741e-03
-5.19044e-03 , -5.19044e-03
-5.91591e-03 , -5.91591e-03
-6.59281e-03 , -6.59281e-03
-7.24989e-03 , -7.24989e-03
-7.90427e-03 , -7.90427e-03
-8.51189e-03 , -8.51189e-03
-9.07713e-03 , -9.07713e-03
-9.61412e-03 , -9.61412e-03
-1.01437e-02 , -1.01437e-02
-1.06897e-02 , -1.06897e-02
-1.12232e-02 , -1.12232e-02
-1.17112e-02 , -1.17112e-02
-1.21271e-02 , -1.21271e-02
-1.24875e-02 , -1.24875e-02
-1.28243e-02 , -1.28243e-02
-1.31327e-02 , -1.31327e-02
-1.33831e-02 , -1.33831e-02
-1.35644e-02 , -1.35644e-02
-1.36765e-02 , -1.36765e-02
-1.36725e-02 , -1.36725e-02
-1.36580e-02 , -1.36580e-02
-1.36916e-02 , -1.36916e-02
-1.37471e-02 , -1.37471e-02
-1.38080e-02 , -1.38080e-02
-1.38731e-02 , -1.38731e-02
-1.39538e-02 , -1.39538e-02
-1.40386e-02 , -1.40386e-02
-1.41254e-02 , -1.41254e-02
-1.41949e-02 , -1.41949e-02
-1.42242e-02 , -1.42242e-02
-1.42068e-02 , -1.42068e-02
-1.41372e-02 , -1.41372e-02
-1.39964e-02 , -1.39964e-02
-1.37955e-02 , -1.37955e-02
-1.35682e-02 , -1.35682e-02
-1.32958e-02 , -1.32958e-02
-1.29843e-02 , -1.29843e-02
-1.26603e-02 , -1.26603e-02
-1.23545e-02 , -1.23545e-02
-1.20975e-02 , -1.20975e-02
-1.19214e-02 , -1.19214e-02
-1.18248e-02 , -1.18248e-02
-1.18319e-02 , -1.18319e-02
-1.18994e-02 , -1.18994e-02
