el8_pstrn , el8_pstrn
0.0871335,0.0871335
0.0831008,0.0831008
0.0787978,0.0787978
0.0740559,0.0740559
0.0690029,0.0690029
0.0635459,0.0635459
0.0575189,0.0575189
0.0506228,0.0506228
0.0426486,0.0426486
0.0337101,0.0337101
0.0247403,0.0247403
0.0160159,0.0160159
0.00748278,0.00748278
-0.000973408,-0.000973408
-0.00916228,-0.00916228
-0.0147807,-0.0147807
-0.0180861,-0.0180861
-0.0198915,-0.0198915
-0.0208485,-0.0208485
-0.0216529,-0.0216529
-0.0225683,-0.0225683
-0.0232103,-0.0232103
-0.0232786,-0.0232786
-0.0228354,-0.0228354
-0.021579,-0.021579
-0.0183657,-0.0183657
-0.0134585,-0.0134585
-0.0081131,-0.0081131
-0.00254604,-0.00254604
0.00225294,0.00225294
0.00584404,0.00584404
0.00901538,0.00901538
0.0120612,0.0120612
0.0148982,0.0148982
0.0176321,0.0176321
0.0200669,0.0200669
0.0225962,0.0225962
0.0249012,0.0249012
0.0273225,0.0273225
0.0292037,0.0292037
0.0299724,0.0299724
0.0304658,0.0304658
0.0308905,0.0308905
0.0309917,0.0309917
0.030949,0.030949
0.0302695,0.0302695
0.0291084,0.0291084
0.0275931,0.0275931
0.0260771,0.0260771
0.0252183,0.0252183
0.0251348,0.0251348
0.0258155,0.0258155
0.0266159,0.0266159
0.0270992,0.0270992
0.0277801,0.0277801
0.0285429,0.0285429
0.0292113,0.0292113
0.0296996,0.0296996
0.0298035,0.0298035
0.0291905,0.0291905
0.0288027,0.0288027
0.0284703,0.0284703
0.0276622,0.0276622
0.0262268,0.0262268
0.0253031,0.0253031
0.0241623,0.0241623
0.0222513,0.0222513
0.0196199,0.0196199
0.016687,0.016687
0.013663,0.013663
0.0104254,0.0104254
0.00654687,0.00654687
0.00204016,0.00204016
-0.00251606,-0.00251606
-0.00676153,-0.00676153
-0.0107197,-0.0107197
-0.0140716,-0.0140716
-0.0167704,-0.0167704
-0.0191085,-0.0191085
-0.0213523,-0.0213523
-0.0235226,-0.0235226
-0.0253639,-0.0253639
-0.0269375,-0.0269375
-0.0281365,-0.0281365
-0.0288314,-0.0288314
-0.0288862,-0.0288862
-0.0286107,-0.0286107
-0.0274948,-0.0274948
-0.026117,-0.026117
-0.025145,-0.025145
-0.0243123,-0.0243123
-0.0236273,-0.0236273
-0.0228844,-0.0228844
-0.0218986,-0.0218986
-0.0208299,-0.0208299
-0.0202177,-0.0202177
-0.0200304,-0.0200304
-0.0200383,-0.0200383
-0.0200326,-0.0200326
-0.0197971,-0.0197971
-0.0195642,-0.0195642
-0.0188645,-0.0188645
-0.0180198,-0.0180198
-0.0173644,-0.0173644
-0.017053,-0.017053
-0.0168802,-0.0168802
-0.0167595,-0.0167595
-0.0166161,-0.0166161
-0.0166152,-0.0166152
-0.0167231,-0.0167231
-0.0169355,-0.0169355
-0.0170109,-0.0170109
-0.0170631,-0.0170631
-0.0171496,-0.0171496
-0.0171691,-0.0171691
-0.0172227,-0.0172227
-0.0173219,-0.0173219
-0.0173773,-0.0173773
-0.0172593,-0.0172593
-0.0169244,-0.0169244
-0.0164507,-0.0164507
-0.0158615,-0.0158615
-0.0150411,-0.0150411
-0.0141153,-0.0141153
-0.0129791,-0.0129791
-0.0115148,-0.0115148
-0.0100452,-0.0100452
-0.00886223,-0.00886223
-0.00782642,-0.00782642
-0.00650841,-0.00650841
-0.00499622,-0.00499622
-0.0035256,-0.0035256
-0.00220354,-0.00220354
-0.00113707,-0.00113707
-0.000272597,-0.000272597
0.000522673,0.000522673
0.0011736,0.0011736
0.00163158,0.00163158
0.00184836,0.00184836
0.00178176,0.00178176
0.00146957,0.00146957
0.000951441,0.000951441
0.000313698,0.000313698
-0.000371202,-0.000371202
-0.00110504,-0.00110504
-0.00189264,-0.00189264
-0.00272907,-0.00272907
-0.00357843,-0.00357843
-0.00440741,-0.00440741
-0.00519044,-0.00519044
-0.00591591,-0.00591591
-0.00659281,-0.00659281
-0.00724989,-0.00724989
-0.00790427,-0.00790427
-0.00851189,-0.00851189
-0.00907713,-0.00907713
-0.00961412,-0.00961412
-0.0101437,-0.0101437
-0.0106897,-0.0106897
-0.0112232,-0.0112232
-0.0117112,-0.0117112
-0.0121271,-0.0121271
-0.0124875,-0.0124875
-0.0128243,-0.0128243
-0.0131327,-0.0131327
-0.0133831,-0.0133831
-0.0135644,-0.0135644
-0.0136765,-0.0136765
-0.0136725,-0.0136725
-0.013658,-0.013658
-0.0136916,-0.0136916
-0.0137471,-0.0137471
-0.013808,-0.013808
-0.0138731,-0.0138731
-0.0139538,-0.0139538
-0.0140386,-0.0140386
-0.0141254,-0.0141254
-0.0141949,-0.0141949
-0.0142242,-0.0142242
-0.0142068,-0.0142068
-0.0141372,-0.0141372
-0.0139964,-0.0139964
-0.0137955,-0.0137955
-0.0135682,-0.0135682
-0.0132958,-0.0132958
-0.0129843,-0.0129843
-0.0126603,-0.0126603
-0.0123545,-0.0123545
-0.0120975,-0.0120975
-0.0119214,-0.0119214
-0.0118248,-0.0118248
-0.0118319,-0.0118319
-0.0118994,-0.0118994
