Time , el8_pstrn
0.0,0.0
9.98567e-5,1.40212e-6
0.000199947,6.08282e-6
0.000299803,1.76633e-5
0.000399893,3.04281e-5
0.000499983,4.39712e-5
0.00059984,5.64245e-5
0.00069993,6.83223e-5
0.000799787,8.68989e-5
0.000899877,0.000105962
0.000999967,0.000122563
0.00109982,0.000136529
0.00119991,0.000147045
0.00129977,0.000161308
0.00139986,0.000182906
0.00149995,0.000199201
0.00159981,0.000181483
0.0016999,0.000134957
0.00179999,0.000144894
0.00189984,0.000326173
0.00199993,0.000680126
0.00209979,0.000933346
0.00219988,0.000613573
0.00229997,-0.000631367
0.00239983,-0.00280674
0.00249992,-0.00551044
0.00259977,-0.00775421
0.00269986,-0.0091639
0.00279995,-0.00886998
0.00289981,-0.00672405
0.0029999,-0.00350258
0.00309999,-0.000196175
0.00319985,0.00286378
0.00329994,0.00524224
0.00339979,0.00743116
0.00349988,0.0101966
0.00359997,0.0128707
0.00369983,0.0145161
0.00379992,0.01664
0.00389978,0.0188975
0.00399987,0.0212745
0.00409996,0.024173
0.00419981,0.026608
0.0042999,0.0293357
0.00439999,0.0313239
0.00449985,0.0329592
0.00459994,0.0347044
0.0046998,0.0364066
0.00479989,0.0383162
0.00489998,0.0402038
0.00499983,0.0416077
0.00509992,0.0426564
0.00519978,0.0437502
0.00529987,0.0447436
0.00539996,0.0456953
0.00549982,0.0468316
0.00559991,0.0482003
0.0057,0.0495535
0.00579985,0.0510187
0.00589994,0.0524782
0.0059998,0.0540328
0.00609989,0.0555421
0.00619998,0.0571272
0.00629984,0.0590544
0.00639993,0.0611829
0.00649978,0.063286
0.00659987,0.0654931
0.00669996,0.0680703
0.00679982,0.070768
0.00689991,0.073653
0.007,0.0765204
0.00709986,0.0794547
0.00719995,0.0823339
0.0072998,0.0851416
0.00739989,0.0879757
0.00749998,0.0907658
0.00759984,0.0933047
0.00769993,0.0955627
0.00779979,0.0976536
0.00789988,0.0995307
0.00799997,0.101407
0.00809982,0.10318
0.00819991,0.104895
0.00829977,0.106602
0.00839986,0.108219
0.00849995,0.109738
0.00859981,0.111204
0.0086999,0.112591
0.00879999,0.113811
0.00889984,0.11483
0.00899993,0.115706
0.00909979,0.116326
0.00919988,0.116753
0.00929997,0.117124
0.00939983,0.117331
0.00949992,0.117381
0.00959977,0.117136
0.00969986,0.116615
0.00979995,0.116051
0.00989981,0.11538
0.0099999,0.114575
0.0101,0.113639
0.0101998,0.112672
0.0102999,0.111532
0.0103998,0.110216
0.0104999,0.108835
0.0106,0.107417
0.0106998,0.105894
0.0107999,0.104427
0.0108998,0.10293
0.0109999,0.101405
0.0111,0.099665
0.0111998,0.0978019
0.0112999,0.0959727
0.0114,0.0941785
0.0114999,0.0925604
0.0115999,0.0909428
0.0116998,0.089334
0.0117999,0.0877591
0.0119,0.0861429
0.0119998,0.0842537
0.0120999,0.0822922
0.0121998,0.0802443
0.0122999,0.0780516
0.0124,0.0755895
0.0124998,0.0728677
0.0125999,0.0699339
0.0127,0.066912
0.0127999,0.0639544
0.0128999,0.0608285
0.0129998,0.0576559
0.0130999,0.054369
0.0132,0.051076
0.0132998,0.0477369
0.0133999,0.0442696
0.0134998,0.0406604
0.0135999,0.037026
0.0137,0.0334005
0.0137998,0.0298401
0.0138999,0.0262135
0.014,0.0226434
0.0140999,0.0189026
0.0141999,0.0153558
0.0142998,0.011851
0.0143999,0.00832034
0.0145,0.00494397
0.0145998,0.00159311
0.0146999,-0.00176991
0.0147998,-0.005036
0.0148999,-0.00809494
0.015,-0.0109764
0.0150998,-0.0137077
0.0151999,-0.0163142
0.0152998,-0.0187137
0.0153999,-0.0210655
0.0154999,-0.0231023
0.0155998,-0.0246819
0.0156999,-0.0259452
0.0158,-0.0270563
0.0158998,-0.0279874
0.0159999,-0.0287199
0.0160998,-0.0294324
0.0161999,-0.0299979
0.0163,-0.0305025
0.0163998,-0.030911
0.0164999,-0.0311223
0.0165998,-0.0314776
0.0166999,-0.0317726
0.0168,-0.0320275
0.0168998,-0.0323356
0.0169999,-0.0326712
0.0171,-0.0329953
0.0171998,-0.0332641
0.0172999,-0.0334822
0.0173998,-0.0336788
0.0174999,-0.0338528
0.0176,-0.0338604
0.0176998,-0.0338271
0.0177999,-0.033613
0.0178998,-0.0332043
0.0179999,-0.0326746
0.0181,-0.0321257
0.0181998,-0.0314524
0.0182999,-0.0306123
0.0184,-0.0297879
0.0184998,-0.0289245
0.0185999,-0.0280397
0.0186998,-0.0271111
0.0187999,-0.026042
0.0189,-0.0248426
0.0189998,-0.02349
0.0190999,-0.0220195
0.0191998,-0.0205452
0.0192999,-0.0190454
0.0194,-0.0174913
0.0194998,-0.0158256
0.0195999,-0.0140842
0.0197,-0.0123422
0.0197999,-0.0105664
0.0198999,-0.00875869
0.0199998,-0.00692331
0.0200999,-0.00503609
0.0202,-0.00309089
0.0202998,-0.00117216
0.0203999,0.00080065
0.0204998,0.00275684
0.0205999,0.00467547
0.0207,0.00666957
0.0207998,0.00873517
0.0208999,0.0109272
0.021,0.0131988
0.0210999,0.0154228
0.0211999,0.0176323
0.0212998,0.0198363
0.0213999,0.0220284
0.0215,0.0242397
