Time , el8_pstrn
0.0,0.0
9.98567e-5,7.20184e-6
0.000199947,2.25046e-5
0.000299803,4.38667e-5
0.000399893,6.41569e-5
0.000499983,8.12966e-5
0.00059984,9.8978e-5
0.00069993,0.000116849
0.000799787,0.000127659
0.000899877,0.000126885
0.000999967,0.000105441
0.00109982,7.2055e-5
0.00119991,4.23276e-5
0.00129977,2.19827e-5
0.00139986,7.99956e-6
0.00149995,1.12747e-5
0.00159981,8.7742e-5
0.0016999,0.000283972
0.00179999,0.000500226
0.00189984,0.000494743
0.00199993,0.000217354
0.00209979,0.000268082
0.00219988,0.00176774
0.00229997,0.00527008
0.00239983,0.00959968
0.00249992,0.0117881
0.00259977,0.00826104
0.00269986,-0.00212204
0.00279995,-0.0164627
0.00289981,-0.0314336
0.0029999,-0.0461504
0.00309999,-0.0583766
0.00319985,-0.0700665
0.00329994,-0.082464
0.00339979,-0.0950113
0.00349988,-0.108336
0.00359997,-0.12172
0.00369983,-0.134099
0.00379992,-0.146286
0.00389978,-0.157663
0.00399987,-0.168206
0.00409996,-0.178334
0.00419981,-0.188002
0.0042999,-0.197942
0.00439999,-0.207786
0.00449985,-0.217602
0.00459994,-0.227082
0.0046998,-0.235866
0.00479989,-0.243799
0.00489998,-0.251098
0.00499983,-0.257292
0.00509992,-0.262892
0.00519978,-0.268399
0.00529987,-0.274035
0.00539996,-0.280091
0.00549982,-0.286686
0.00559991,-0.293935
0.0057,-0.301519
0.00579985,-0.309237
0.00589994,-0.316869
0.0059998,-0.324371
0.00609989,-0.331784
0.00619998,-0.339028
0.00629984,-0.346176
0.00639993,-0.352885
0.00649978,-0.35866
0.00659987,-0.363295
0.00669996,-0.366841
0.00679982,-0.368935
0.00689991,-0.36969
0.007,-0.368839
0.00709986,-0.366476
0.00719995,-0.362368
0.0072998,-0.35641
0.00739989,-0.348749
0.00749998,-0.339606
0.00759984,-0.329208
0.00769993,-0.317625
0.00779979,-0.305287
0.00789988,-0.292541
0.00799997,-0.280131
0.00809982,-0.268418
0.00819991,-0.257458
0.00829977,-0.24764
0.00839986,-0.238974
0.00849995,-0.231496
0.00859981,-0.224958
0.0086999,-0.218978
0.00879999,-0.21313
0.00889984,-0.206806
0.00899993,-0.199681
0.00909979,-0.191418
0.00919988,-0.182034
0.00929997,-0.171752
0.00939983,-0.160352
0.00949992,-0.147879
0.00959977,-0.134672
0.00969986,-0.120838
0.00979995,-0.106813
0.00989981,-0.0928504
0.0099999,-0.0793078
0.0101,-0.0666938
0.0101998,-0.0554925
0.0102999,-0.0458603
0.0103998,-0.0380564
0.0104999,-0.03226
0.0106,-0.0287753
0.0106998,-0.0273122
0.0107999,-0.0277753
0.0108998,-0.0297342
0.0109999,-0.03296
0.0111,-0.0370276
0.0111998,-0.0418691
0.0112999,-0.0474956
0.0114,-0.0536697
0.0114999,-0.0602933
0.0115999,-0.0674276
0.0116998,-0.0751519
0.0117999,-0.0837614
0.0119,-0.0930377
0.0119998,-0.102636
0.0120999,-0.112608
0.0121998,-0.122742
0.0122999,-0.13268
0.0124,-0.141824
0.0124998,-0.149913
0.0125999,-0.156909
0.0127,-0.162842
0.0127999,-0.167975
0.0128999,-0.17193
0.0129998,-0.174669
0.0130999,-0.176273
0.0132,-0.176795
0.0132998,-0.176235
0.0133999,-0.174516
0.0134998,-0.171836
0.0135999,-0.168522
0.0137,-0.164693
0.0137998,-0.160533
0.0138999,-0.155842
0.014,-0.150723
0.0140999,-0.144947
0.0141999,-0.1389
0.0142998,-0.132569
0.0143999,-0.125826
0.0145,-0.118767
0.0145998,-0.111576
0.0146999,-0.104067
0.0147998,-0.0962637
0.0148999,-0.0883405
0.015,-0.0802631
0.0150998,-0.0719111
0.0151999,-0.0634287
0.0152998,-0.0548604
0.0153999,-0.0460419
0.0154999,-0.0371705
0.0155998,-0.0283404
0.0156999,-0.0194509
0.0158,-0.0103221
0.0158998,-0.00102265
0.0159999,0.00822991
0.0160998,0.0174552
0.0161999,0.0267386
0.0163,0.0361993
0.0163998,0.0459865
0.0164999,0.0559139
0.0165998,0.0661407
0.0166999,0.0767072
0.0168,0.0875403
0.0168998,0.0987232
0.0169999,0.110241
0.0171,0.12205
0.0171998,0.134083
0.0172999,0.146291
0.0173998,0.158458
0.0174999,0.170551
0.0176,0.182238
0.0176998,0.193466
0.0177999,0.204124
0.0178998,0.214096
0.0179999,0.223483
0.0181,0.232334
0.0181998,0.240528
0.0182999,0.247972
0.0184,0.254609
0.0184998,0.260374
0.0185999,0.265333
0.0186998,0.269544
0.0187999,0.273168
0.0189,0.276383
0.0189998,0.279212
0.0190999,0.281611
0.0191998,0.283711
0.0192999,0.285643
0.0194,0.287354
0.0194998,0.288586
0.0195999,0.289264
0.0197,0.28947
0.0197999,0.289174
0.0198999,0.288395
0.0199998,0.287225
0.0200999,0.28551
0.0202,0.283253
0.0202998,0.280507
0.0203999,0.277084
0.0204998,0.273005
0.0205999,0.268386
0.0207,0.263238
0.0207998,0.257595
0.0208999,0.2514
0.021,0.244658
0.0210999,0.237533
0.0211999,0.229957
0.0212998,0.221914
0.0213999,0.213518
0.0215,0.204761
0.0215998,0.195722
0.0216999,0.186266
0.0217998,0.176329
0.0218999,0.165851
0.022,0.154901
0.0220998,0.143436
0.0221999,0.131402
0.0222998,0.118794
0.0223999,0.105535
0.0225,0.0915333
0.0225998,0.0770082
0.0226999,0.0619291
0.0228,0.0464224
0.0228998,0.0304144
0.0229999,0.0138422
0.0230998,-0.00313859
0.0231999,-0.0205695
0.0233,-0.0385022
0.0233998,-0.0567676
0.0234999,-0.0753816
0.0235998,-0.0942571
0.0236999,-0.113431
0.0238,-0.132857
0.0238998,-0.152474
0.0239999,-0.172305
0.0241,-0.192147
0.0241998,-0.211864
0.0242999,-0.231558
0.0243998,-0.251019
0.0244999,-0.270266
0.0246,-0.289181
0.0246998,-0.307798
0.0247999,-0.32614
0.0248998,-0.344006
0.0249999,-0.361481
0.0251,-0.37854
0.0251998,-0.394889
0.0252999,-0.410526
0.0254,-0.425401
0.0254999,-0.43941
0.0255999,-0.452817
0.0256998,-0.465505
0.0257999,-0.477492
0.0259,-0.488786
