Time , el8_pstrn
0.0,0.0
9.98567e-5,5.28782e-6
0.000199947,1.28915e-5
0.000299803,1.64412e-5
0.000399893,1.17675e-5
0.000499983,1.79069e-6
0.00059984,-2.51217e-6
0.00069993,3.34703e-6
0.000799787,1.02025e-5
0.000899877,2.04084e-5
0.000999967,3.82911e-5
0.00109982,6.06003e-5
0.00119991,8.32043e-5
0.00129977,0.000105009
0.00139986,0.000119262
0.00149995,0.000126648
0.00159981,0.000151455
0.0016999,0.00021614
0.00179999,0.000261569
0.00189984,0.000115533
0.00199993,-0.000296842
0.00209979,-0.00042902
0.00219988,0.00123078
0.00229997,0.00650993
0.00239983,0.0157299
0.00249992,0.0268904
0.00259977,0.0362612
0.00269986,0.041319
0.00279995,0.0395513
0.00289981,0.0346232
0.0029999,0.0289027
0.00309999,0.0244177
0.00319985,0.0213122
0.00329994,0.0196126
0.00339979,0.019233
0.00349988,0.0195891
0.00359997,0.0195762
0.00369983,0.0190701
0.00379992,0.017786
0.00389978,0.0161473
0.00399987,0.0142989
0.00409996,0.0120699
0.00419981,0.00871713
0.0042999,0.00499852
0.00439999,0.00166088
0.00449985,-0.00142345
0.00459994,-0.00390887
0.0046998,-0.00575033
0.00479989,-0.00656824
0.00489998,-0.00698164
0.00499983,-0.00698181
0.00509992,-0.00704127
0.00519978,-0.0066912
0.00529987,-0.00666204
0.00539996,-0.00658893
0.00549982,-0.00653263
0.00559991,-0.00653917
0.0057,-0.00624589
0.00579985,-0.00592656
0.00589994,-0.00540427
0.0059998,-0.00470644
0.00609989,-0.00378918
0.00619998,-0.00278551
0.00629984,-0.00195051
0.00639993,-0.00112977
0.00649978,-0.000495081
0.00659987,-0.00012573
0.00669996,0.000327217
0.00679982,0.00064619
0.00689991,0.000901171
0.007,0.0011651
0.00709986,0.00147393
0.00719995,0.00210764
0.0072998,0.00279384
0.00739989,0.00382227
0.00749998,0.00505492
0.00759984,0.00642889
0.00769993,0.00781499
0.00779979,0.00899244
0.00789988,0.00987427
0.00799997,0.0104187
0.00809982,0.0103902
0.00819991,0.0101781
0.00829977,0.00976317
0.00839986,0.00928231
0.00849995,0.00894278
0.00859981,0.00860297
0.0086999,0.00832486
0.00879999,0.00816138
0.00889984,0.00808105
0.00899993,0.00828476
0.00909979,0.00887728
0.00919988,0.00964685
0.00929997,0.0105612
0.00939983,0.0115247
0.00949992,0.0123509
0.00959977,0.0129866
0.00969986,0.0133168
0.00979995,0.0132512
0.00989981,0.0128537
0.0099999,0.0123066
0.0101,0.011933
0.0101998,0.01154
0.0102999,0.0111026
0.0103998,0.0105563
0.0104999,0.00981866
0.0106,0.00900556
0.0106998,0.00844539
0.0107999,0.00830105
0.0108998,0.00855349
0.0109999,0.00909834
0.0111,0.00991099
0.0111998,0.0107905
0.0112999,0.0116155
0.0114,0.0123515
0.0114999,0.0129128
0.0115999,0.0133419
0.0116998,0.0135452
0.0117999,0.0134535
0.0119,0.0130774
0.0119998,0.0124942
0.0120999,0.0118403
0.0121998,0.0114469
0.0122999,0.0113226
0.0124,0.0115331
0.0124998,0.0120859
0.0125999,0.012833
0.0127,0.0138015
0.0127999,0.0148236
0.0128999,0.0157978
0.0129998,0.0165949
0.0130999,0.017313
0.0132,0.0177498
0.0132998,0.0179882
0.0133999,0.0179587
0.0134998,0.0177467
0.0135999,0.0175322
0.0137,0.0171985
0.0137998,0.0166855
0.0138999,0.0162826
0.014,0.0159117
0.0140999,0.0155904
