el8_pstrn , el8_pstrn
 6.88167e-02 ,  6.88167e-02
 6.82618e-02 ,  6.82618e-02
 6.78394e-02 ,  6.78394e-02
 6.77162e-02 ,  6.77162e-02
 6.79040e-02 ,  6.79040e-02
 6.78639e-02 ,  6.78639e-02
 6.75782e-02 ,  6.75782e-02
 6.71269e-02 ,  6.71269e-02
 6.66697e-02 ,  6.66697e-02
 6.66208e-02 ,  6.66208e-02
 6.70197e-02 ,  6.70197e-02
 6.74506e-02 ,  6.74506e-02
 6.79917e-02 ,  6.79917e-02
 6.86334e-02 ,  6.86334e-02
 6.92714e-02 ,  6.92714e-02
 6.98699e-02 ,  6.98699e-02
 7.06741e-02 ,  7.06741e-02
 7.16953e-02 ,  7.16953e-02
 7.27461e-02 ,  7.27461e-02
 7.36714e-02 ,  7.36714e-02
 7.45607e-02 ,  7.45607e-02
 7.52865e-02 ,  7.52865e-02
 7.61202e-02 ,  7.61202e-02
 7.72918e-02 ,  7.72918e-02
 7.86282e-02 ,  7.86282e-02
 7.97686e-02 ,  7.97686e-02
 8.09228e-02 ,  8.09228e-02
 8.20209e-02 ,  8.20209e-02
 8.32738e-02 ,  8.32738e-02
 8.48136e-02 ,  8.48136e-02
 8.64214e-02 ,  8.64214e-02
 8.79707e-02 ,  8.79707e-02
 8.95130e-02 ,  8.95130e-02
 9.12883e-02 ,  9.12883e-02
 9.28641e-02 ,  9.28641e-02
 9.42172e-02 ,  9.42172e-02
 9.56865e-02 ,  9.56865e-02
 9.70605e-02 ,  9.70605e-02
 9.85892e-02 ,  9.85892e-02
 1.00270e-01 ,  1.00270e-01
 1.01957e-01 ,  1.01957e-01
 1.03765e-01 ,  1.03765e-01
 1.05499e-01 ,  1.05499e-01
 1.07212e-01 ,  1.07212e-01
 1.09003e-01 ,  1.09003e-01
 1.10871e-01 ,  1.10871e-01
 1.12678e-01 ,  1.12678e-01
 1.14270e-01 ,  1.14270e-01
 1.15780e-01 ,  1.15780e-01
 1.17149e-01 ,  1.17149e-01
 1.18667e-01 ,  1.18667e-01
 1.20238e-01 ,  1.20238e-01
 1.21988e-01 ,  1.21988e-01
 1.23549e-01 ,  1.23549e-01
 1.24944e-01 ,  1.24944e-01
 1.26290e-01 ,  1.26290e-01
 1.27485e-01 ,  1.27485e-01
 1.28291e-01 ,  1.28291e-01
 1.28514e-01 ,  1.28514e-01
 1.28358e-01 ,  1.28358e-01
 1.27653e-01 ,  1.27653e-01
 1.26493e-01 ,  1.26493e-01
 1.24737e-01 ,  1.24737e-01
 1.22731e-01 ,  1.22731e-01
 1.21122e-01 ,  1.21122e-01
 1.19942e-01 ,  1.19942e-01
 1.18931e-01 ,  1.18931e-01
 1.18114e-01 ,  1.18114e-01
 1.16894e-01 ,  1.16894e-01
 1.15718e-01 ,  1.15718e-01
 1.14858e-01 ,  1.14858e-01
 1.14323e-01 ,  1.14323e-01
 1.13573e-01 ,  1.13573e-01
 1.12646e-01 ,  1.12646e-01
 1.12185e-01 ,  1.12185e-01
 1.11436e-01 ,  1.11436e-01
 1.10740e-01 ,  1.10740e-01
 1.10472e-01 ,  1.10472e-01
 1.10466e-01 ,  1.10466e-01
 1.10433e-01 ,  1.10433e-01
 1.10188e-01 ,  1.10188e-01
 1.09770e-01 ,  1.09770e-01
 1.09170e-01 ,  1.09170e-01
 1.08308e-01 ,  1.08308e-01
 1.07256e-01 ,  1.07256e-01
 1.06062e-01 ,  1.06062e-01
 1.04792e-01 ,  1.04792e-01
 1.03574e-01 ,  1.03574e-01
 1.02514e-01 ,  1.02514e-01
 1.01264e-01 ,  1.01264e-01
 9.97818e-02 ,  9.97818e-02
 9.80854e-02 ,  9.80854e-02
 9.61991e-02 ,  9.61991e-02
 9.41625e-02 ,  9.41625e-02
 9.20181e-02 ,  9.20181e-02
 8.98229e-02 ,  8.98229e-02
 8.76245e-02 ,  8.76245e-02
 8.54429e-02 ,  8.54429e-02
 8.32655e-02 ,  8.32655e-02
 8.12187e-02 ,  8.12187e-02
 7.93089e-02 ,  7.93089e-02
 7.76350e-02 ,  7.76350e-02
 7.61600e-02 ,  7.61600e-02
 7.48441e-02 ,  7.48441e-02
 7.36203e-02 ,  7.36203e-02
 7.26079e-02 ,  7.26079e-02
 7.15535e-02 ,  7.15535e-02
 7.04489e-02 ,  7.04489e-02
 6.92385e-02 ,  6.92385e-02
 6.79784e-02 ,  6.79784e-02
 6.67749e-02 ,  6.67749e-02
 6.54333e-02 ,  6.54333e-02
 6.41551e-02 ,  6.41551e-02
 6.29734e-02 ,  6.29734e-02
 6.19437e-02 ,  6.19437e-02
 6.09866e-02 ,  6.09866e-02
 5.99122e-02 ,  5.99122e-02
 5.87249e-02 ,  5.87249e-02
 5.74418e-02 ,  5.74418e-02
 5.63366e-02 ,  5.63366e-02
 5.54107e-02 ,  5.54107e-02
 5.44715e-02 ,  5.44715e-02
 5.35185e-02 ,  5.35185e-02
 5.26546e-02 ,  5.26546e-02
 5.16792e-02 ,  5.16792e-02
 5.06171e-02 ,  5.06171e-02
 4.95593e-02 ,  4.95593e-02
 4.85695e-02 ,  4.85695e-02
 4.77124e-02 ,  4.77124e-02
 4.69533e-02 ,  4.69533e-02
 4.61625e-02 ,  4.61625e-02
 4.53123e-02 ,  4.53123e-02
 4.42730e-02 ,  4.42730e-02
 4.31261e-02 ,  4.31261e-02
 4.21025e-02 ,  4.21025e-02
 4.10223e-02 ,  4.10223e-02
 3.96388e-02 ,  3.96388e-02
 3.80550e-02 ,  3.80550e-02
 3.64308e-02 ,  3.64308e-02
 3.49960e-02 ,  3.49960e-02
 3.41187e-02 ,  3.41187e-02
 3.36835e-02 ,  3.36835e-02
 3.31088e-02 ,  3.31088e-02
 3.24181e-02 ,  3.24181e-02
 3.17901e-02 ,  3.17901e-02
 3.12757e-02 ,  3.12757e-02
 3.11906e-02 ,  3.11906e-02
 3.11536e-02 ,  3.11536e-02
 3.10101e-02 ,  3.10101e-02
 3.08691e-02 ,  3.08691e-02
 3.07763e-02 ,  3.07763e-02
 3.07995e-02 ,  3.07995e-02
 3.08356e-02 ,  3.08356e-02
 3.07885e-02 ,  3.07885e-02
 3.07367e-02 ,  3.07367e-02
 3.07297e-02 ,  3.07297e-02
 3.06817e-02 ,  3.06817e-02
 3.07495e-02 ,  3.07495e-02
 3.08053e-02 ,  3.08053e-02
 3.08425e-02 ,  3.08425e-02
 3.09454e-02 ,  3.09454e-02
 3.11219e-02 ,  3.11219e-02
 3.14412e-02 ,  3.14412e-02
 3.18878e-02 ,  3.18878e-02
 3.24105e-02 ,  3.24105e-02
 3.29787e-02 ,  3.29787e-02
 3.36403e-02 ,  3.36403e-02
 3.44035e-02 ,  3.44035e-02
 3.51906e-02 ,  3.51906e-02
 3.59646e-02 ,  3.59646e-02
 3.66533e-02 ,  3.66533e-02
 3.72957e-02 ,  3.72957e-02
 3.78962e-02 ,  3.78962e-02
 3.84750e-02 ,  3.84750e-02
 3.90668e-02 ,  3.90668e-02
 3.96166e-02 ,  3.96166e-02
 4.01091e-02 ,  4.01091e-02
 4.05877e-02 ,  4.05877e-02
 4.09952e-02 ,  4.09952e-02
 4.12748e-02 ,  4.12748e-02
 4.14830e-02 ,  4.14830e-02
 4.17647e-02 ,  4.17647e-02
 4.21565e-02 ,  4.21565e-02
 4.25684e-02 ,  4.25684e-02
 4.29869e-02 ,  4.29869e-02
 4.34211e-02 ,  4.34211e-02
 4.39406e-02 ,  4.39406e-02
 4.44237e-02 ,  4.44237e-02
 4.49137e-02 ,  4.49137e-02
 4.53896e-02 ,  4.53896e-02
 4.58293e-02 ,  4.58293e-02
 4.63867e-02 ,  4.63867e-02
 4.69462e-02 ,  4.69462e-02
 4.74570e-02 ,  4.74570e-02
 4.79941e-02 ,  4.79941e-02
 4.84035e-02 ,  4.84035e-02
 4.87614e-02 ,  4.87614e-02
 4.91006e-02 ,  4.91006e-02
 4.94173e-02 ,  4.94173e-02
 4.98251e-02 ,  4.98251e-02
 5.03414e-02 ,  5.03414e-02
 5.09131e-02 ,  5.09131e-02
 5.14653e-02 ,  5.14653e-02
 5.20546e-02 ,  5.20546e-02
 5.25363e-02 ,  5.25363e-02
 5.30540e-02 ,  5.30540e-02
 5.35560e-02 ,  5.35560e-02
 5.39561e-02 ,  5.39561e-02
 5.42904e-02 ,  5.42904e-02
 5.44957e-02 ,  5.44957e-02
 5.46820e-02 ,  5.46820e-02
 5.48557e-02 ,  5.48557e-02
 5.50840e-02 ,  5.50840e-02
 5.53649e-02 ,  5.53649e-02
 5.56658e-02 ,  5.56658e-02
 5.58537e-02 ,  5.58537e-02
 5.59061e-02 ,  5.59061e-02
 5.58439e-02 ,  5.58439e-02
 5.57730e-02 ,  5.57730e-02
 5.57574e-02 ,  5.57574e-02
 5.57579e-02 ,  5.57579e-02
 5.56474e-02 ,  5.56474e-02
 5.53599e-02 ,  5.53599e-02
 5.49418e-02 ,  5.49418e-02
 5.44089e-02 ,  5.44089e-02
 5.38974e-02 ,  5.38974e-02
 5.33916e-02 ,  5.33916e-02
 5.29106e-02 ,  5.29106e-02
 5.24124e-02 ,  5.24124e-02
 5.18463e-02 ,  5.18463e-02
 5.11881e-02 ,  5.11881e-02
 5.04726e-02 ,  5.04726e-02
 4.97976e-02 ,  4.97976e-02
 4.91558e-02 ,  4.91558e-02
 4.85584e-02 ,  4.85584e-02
 4.78963e-02 ,  4.78963e-02
 4.71839e-02 ,  4.71839e-02
 4.63533e-02 ,  4.63533e-02
 4.55415e-02 ,  4.55415e-02
 4.48771e-02 ,  4.48771e-02
 4.41756e-02 ,  4.41756e-02
 4.36777e-02 ,  4.36777e-02
