Time , el8_pstrn
 0.00000e+00 ,  0.00000e+00
 9.98567e-05 ,  4.66126e-06
 1.99947e-04 , -8.16285e-06
 2.99803e-04 , -5.53002e-05
 3.99893e-04 , -1.22475e-04
 4.99983e-04 , -1.86834e-04
 5.99840e-04 , -2.33372e-04
 6.99930e-04 , -2.45193e-04
 7.99787e-04 , -2.11205e-04
 8.99877e-04 , -1.24783e-04
 9.99967e-04 ,  1.67111e-05
 1.09982e-03 ,  2.07693e-04
 1.19991e-03 ,  4.37891e-04
 1.29977e-03 ,  6.84872e-04
 1.39986e-03 ,  9.41058e-04
 1.49995e-03 ,  1.23284e-03
 1.59981e-03 ,  1.55279e-03
 1.69990e-03 ,  1.62360e-03
 1.79999e-03 ,  9.27102e-04
 1.89984e-03 , -5.69122e-04
 1.99993e-03 , -1.40385e-03
 2.09979e-03 ,  2.05383e-03
 2.19988e-03 ,  1.50817e-02
 2.29997e-03 ,  4.22994e-02
 2.39983e-03 ,  8.43781e-02
 2.49992e-03 ,  1.36837e-01
 2.59977e-03 ,  1.91693e-01
 2.69986e-03 ,  2.42543e-01
 2.79995e-03 ,  2.86749e-01
 2.89981e-03 ,  3.25526e-01
 2.99990e-03 ,  3.61626e-01
 3.09999e-03 ,  3.94467e-01
 3.19985e-03 ,  4.26305e-01
 3.29994e-03 ,  4.58369e-01
 3.39979e-03 ,  4.90152e-01
 3.49988e-03 ,  5.22890e-01
 3.59997e-03 ,  5.55189e-01
 3.69983e-03 ,  5.87522e-01
 3.79992e-03 ,  6.18526e-01
 3.89978e-03 ,  6.47670e-01
 3.99987e-03 ,  6.74497e-01
 4.09996e-03 ,  6.98445e-01
 4.19981e-03 ,  7.19892e-01
 4.29990e-03 ,  7.37539e-01
 4.39999e-03 ,  7.50352e-01
 4.49985e-03 ,  7.58726e-01
 4.59994e-03 ,  7.62493e-01
 4.69980e-03 ,  7.62064e-01
 4.79989e-03 ,  7.57938e-01
 4.89998e-03 ,  7.50780e-01
 4.99983e-03 ,  7.41812e-01
 5.09992e-03 ,  7.32221e-01
 5.19978e-03 ,  7.23112e-01
 5.29987e-03 ,  7.15047e-01
 5.39996e-03 ,  7.08213e-01
 5.49982e-03 ,  7.03131e-01
 5.59991e-03 ,  6.99845e-01
 5.70000e-03 ,  6.98476e-01
 5.79985e-03 ,  6.98988e-01
 5.89994e-03 ,  7.00415e-01
 5.99980e-03 ,  7.02511e-01
 6.09989e-03 ,  7.04531e-01
 6.19998e-03 ,  7.05828e-01
 6.29984e-03 ,  7.06149e-01
 6.39993e-03 ,  7.05226e-01
 6.49978e-03 ,  7.03022e-01
 6.59987e-03 ,  6.99387e-01
 6.69996e-03 ,  6.94122e-01
 6.79982e-03 ,  6.87210e-01
 6.89991e-03 ,  6.78494e-01
 7.00000e-03 ,  6.67843e-01
 7.09986e-03 ,  6.55337e-01
 7.19995e-03 ,  6.41041e-01
 7.29980e-03 ,  6.25122e-01
 7.39989e-03 ,  6.07735e-01
 7.49998e-03 ,  5.89077e-01
 7.59984e-03 ,  5.69329e-01
 7.69993e-03 ,  5.48471e-01
 7.79979e-03 ,  5.26869e-01
 7.89988e-03 ,  5.04560e-01
 7.99997e-03 ,  4.81702e-01
 8.09982e-03 ,  4.58411e-01
 8.19991e-03 ,  4.34727e-01
 8.29977e-03 ,  4.11148e-01
 8.39986e-03 ,  3.87878e-01
 8.49995e-03 ,  3.65276e-01
 8.59981e-03 ,  3.43578e-01
 8.69990e-03 ,  3.22783e-01
 8.79999e-03 ,  3.02908e-01
 8.89984e-03 ,  2.84051e-01
 8.99993e-03 ,  2.66106e-01
 9.09979e-03 ,  2.49049e-01
 9.19988e-03 ,  2.32613e-01
 9.29997e-03 ,  2.16580e-01
 9.39983e-03 ,  2.00805e-01
 9.49992e-03 ,  1.84939e-01
 9.59977e-03 ,  1.68976e-01
 9.69986e-03 ,  1.53015e-01
 9.79995e-03 ,  1.37359e-01
 9.89981e-03 ,  1.22178e-01
 9.99990e-03 ,  1.07412e-01
 1.01000e-02 ,  9.32757e-02
 1.01998e-02 ,  8.00947e-02
 1.02999e-02 ,  6.81678e-02
 1.03998e-02 ,  5.75045e-02
 1.04999e-02 ,  4.84026e-02
 1.06000e-02 ,  4.08881e-02
 1.06998e-02 ,  3.49384e-02
 1.07999e-02 ,  3.07722e-02
 1.08998e-02 ,  2.86785e-02
 1.09999e-02 ,  2.87368e-02
 1.11000e-02 ,  3.07135e-02
 1.11998e-02 ,  3.44480e-02
 1.12999e-02 ,  3.98183e-02
 1.14000e-02 ,  4.64966e-02
 1.14999e-02 ,  5.43250e-02
 1.15999e-02 ,  6.31571e-02
 1.16998e-02 ,  7.26908e-02
 1.17999e-02 ,  8.24724e-02
 1.19000e-02 ,  9.24730e-02
 1.19998e-02 ,  1.02781e-01
 1.20999e-02 ,  1.13568e-01
 1.21998e-02 ,  1.24791e-01
 1.22999e-02 ,  1.36584e-01
 1.24000e-02 ,  1.48830e-01
 1.24998e-02 ,  1.61875e-01
 1.25999e-02 ,  1.75371e-01
 1.27000e-02 ,  1.88956e-01
 1.27999e-02 ,  2.02461e-01
 1.28999e-02 ,  2.15865e-01
 1.29998e-02 ,  2.29091e-01
 1.30999e-02 ,  2.42110e-01
 1.32000e-02 ,  2.54953e-01
 1.32998e-02 ,  2.67753e-01
 1.33999e-02 ,  2.80576e-01
 1.34998e-02 ,  2.93506e-01
 1.35999e-02 ,  3.06798e-01
 1.37000e-02 ,  3.20042e-01
 1.37998e-02 ,  3.32797e-01
 1.38999e-02 ,  3.45610e-01
 1.40000e-02 ,  3.58523e-01
 1.40999e-02 ,  3.71452e-01
 1.41999e-02 ,  3.84684e-01
 1.42998e-02 ,  3.98100e-01
 1.43999e-02 ,  4.11723e-01
 1.45000e-02 ,  4.25392e-01
 1.45998e-02 ,  4.38941e-01
 1.46999e-02 ,  4.52267e-01
 1.47998e-02 ,  4.65087e-01
 1.48999e-02 ,  4.77139e-01
 1.50000e-02 ,  4.88348e-01
 1.50998e-02 ,  4.98845e-01
 1.51999e-02 ,  5.08517e-01
 1.52998e-02 ,  5.17696e-01
 1.53999e-02 ,  5.26851e-01
 1.54999e-02 ,  5.35377e-01
 1.55998e-02 ,  5.42997e-01
 1.56999e-02 ,  5.49753e-01
 1.58000e-02 ,  5.55927e-01
 1.58998e-02 ,  5.61397e-01
 1.59999e-02 ,  5.67130e-01
 1.60998e-02 ,  5.73498e-01
 1.61999e-02 ,  5.80193e-01
 1.63000e-02 ,  5.86913e-01
 1.63998e-02 ,  5.93112e-01
 1.64999e-02 ,  5.98643e-01
 1.65998e-02 ,  6.03635e-01
 1.66999e-02 ,  6.08087e-01
 1.68000e-02 ,  6.12149e-01
 1.68998e-02 ,  6.15838e-01
 1.69999e-02 ,  6.18592e-01
 1.71000e-02 ,  6.19854e-01
 1.71998e-02 ,  6.19707e-01
 1.72999e-02 ,  6.18053e-01
 1.73998e-02 ,  6.15287e-01
 1.74999e-02 ,  6.11349e-01
 1.76000e-02 ,  6.05739e-01
 1.76998e-02 ,  5.98512e-01
 1.77999e-02 ,  5.89464e-01
 1.78998e-02 ,  5.78751e-01
 1.79999e-02 ,  5.66536e-01
 1.81000e-02 ,  5.52957e-01
 1.81998e-02 ,  5.38155e-01
 1.82999e-02 ,  5.22143e-01
 1.84000e-02 ,  5.05254e-01
 1.84998e-02 ,  4.87703e-01
 1.85999e-02 ,  4.69519e-01
 1.86998e-02 ,  4.50758e-01
 1.87999e-02 ,  4.31350e-01
 1.89000e-02 ,  4.11395e-01
 1.89998e-02 ,  3.91013e-01
 1.90999e-02 ,  3.70206e-01
 1.91998e-02 ,  3.49075e-01
 1.92999e-02 ,  3.27551e-01
 1.94000e-02 ,  3.05685e-01
 1.94998e-02 ,  2.83471e-01
 1.95999e-02 ,  2.60857e-01
 1.97000e-02 ,  2.37848e-01
 1.97999e-02 ,  2.14474e-01
 1.98999e-02 ,  1.90799e-01
 1.99998e-02 ,  1.66945e-01
 2.00999e-02 ,  1.42846e-01
 2.02000e-02 ,  1.18724e-01
 2.02998e-02 ,  9.47850e-02
 2.03999e-02 ,  7.10678e-02
 2.04998e-02 ,  4.77700e-02
 2.05999e-02 ,  2.48741e-02
 2.07000e-02 ,  2.41791e-03
 2.07998e-02 , -1.94877e-02
 2.08999e-02 , -4.07962e-02
 2.10000e-02 , -6.14840e-02
 2.10999e-02 , -8.14779e-02
 2.11999e-02 , -1.00887e-01
 2.12998e-02 , -1.19604e-01
